Count,Name,Department,Classification,PB13 Entry,PB Reform,Regulatory Function,Description / Terms of Reference,Notes,Address,Phone,email,Website,Chair,Chair's Remuneration (p.a. unless otherwise stated),Chief Executive / Secretary,Chief Executive / Secretary Remuneration,Public Meetings,Public Minutes,Register of Interests,Ombudsman,Last Annual Report,Last Review,Government Funding,Total Gross Expenditure,Staff employed,Audit Arrangements,OCPA Regulated,Chair Ministerial or non-ministerial Appt,Chair Paid or unpaid,Chair Male?,Chair Female?,Chair Gender Unknown/ undeclared?,Board Members Ministerial or non-ministerial Appt,Board Members Paid or unpaid,Male Board Members,Female Board Members,Gender Unknown/ undeclared Board Members,No. Bodies
1,"Social Science Research Committee, The",Food Standards Agency,Advisory NDPB,FULL,-,No,"Provides advice to the Food Standards Agency about how it gathers and uses social science evidence.
",Established 2008.,"SSRC Secretariat, Food Standards Agency, Room 1C Aviation House, 125 Kingsway, London, WC2B 6NH
",020 7276 8761,ssrc@foodstandards.gsi.gov.uk,http://ssrc.food.gov.uk/,Professor Peter Jackson,"£2,308",Dr Sian Thomas,Civil Servant,Yes,Yes,Yes,PHSO,2011-12,2012,-,-,1,-,No,Non-Ministerial,Paid,1,0,0,11 Non-Ministerial,Paid,5,6,0,1
1,British Council,Foreign and Commonwealth Office,Executive NDPB,FULL,Retain,No,To create international opportunities for the people of the UK and other countries and build trust between them worldwide.,"Established 1934. Expenditure for 2013-14 figure remains subject to audit, 2012-13 'Total resources expended' (audited): £785.3 million. Triennial Review began 2013, part 1 published July 2014, part 2 on-going. The Chair is elected by the Board and the appointment is non-Ministerial, but must be approved by the Secretary of State for Foreign and Commonwealth Affairs. ","British Council, 10 Spring Gardens, London, SW1A 2BN",0161 957 7755 ,general.enquiries@britishcouncil.org,http://www.britishcouncil.org/,Sir Vernon Ellis,£0,Sir Martin Davidson,"£170,000-£175,000",No,Yes,Yes,PHSO,2012-13,2014,"£162,400,000","£785,300,000",8045,NAO,No,Non-ministerial ,All Unpaid,-,0,0,Non-Ministerial ,All Unpaid,8,3,4,1
1,FCO Services,Foreign and Commonwealth Office,Executive Agency,FULL,-,No,"A Trading Fund which provides a range of integrated secure services worldwide to the FCO, other UK public bodies and foreign governments and international organisations closely linked to the UK.","Established as an Executive Agency 1st April 2006 and then a Trading Fund 1st April 2008.  No pay or pension costs are included in FCO Services accounts in respect of the chair and one non-executive member, who are civil servants employed by the FCO.","Hanslope Park, Milton Keynes, MK19 7BH",01908 515747,http://www.fcoservices.gov.uk/eng/contact_us.asp,http://www.fcoservices.gov.uk/,Sir Richard Stagg,£0,Christopher Moxey,"£145,000-£150,000",No,No,Yes,-,2013-14,2011,£0,"£153,210,000",941,NAO,No,Non-Ministerial ,Unpaid (Remunerated by FCO),1,0,0,Non-Ministerial ,4 Paid/1 unpaid ,4,1,0,1
1,Great Britain China Centre,Foreign and Commonwealth Office,Executive NDPB,FULL,Retain,No,"To facilitate effective dialogue with the Chinese government, society and business to provide direct delivery of HMG policy objectives.  Great Britain China Centre promotes mutual understanding between the UK and China and aims to build long-term connections between the decision-makers in the two countries.",Established 1974. Board meeting minutes may be provided upon request.,"15 Belgrave Square, London, SW1X 8PS",0207 235 6696,contact@gbcc.org.uk,http://www.gbcc.org.uk/,Peter Batey,£0,Richard Pascoe,"£88,750",Yes,No ,Yes,PHSO,2012-13,2013,"£240,000","£371,911",6,NAO,Yes,Ministerial ,Unpaid,1,0,0,Non-Ministerial,Unpaid,18,1,0,1
1,Marshall Aid Commemoration Commission,Foreign and Commonwealth Office,Executive NDPB,FULL,Retain,No,Set up by Marshall Aid Commission Act 1953 to oversee Marshall Scholarships; which are postgraduate Scholarships in the United Kingdom for American students with the potential to excel in their chosen fields of study and future careers.,Established 1953. Board meeting minutes may be provided upon request.,"C/o ACU, Woburn Place, 22-24 Tavistock Square, London  WC1H 9HF",0207 380 6703,macc@acu.ac.uk,http://www.marshallscholarship.org/,Dr E John Hughes,£0,Dr John Kirkland,£0,No,No ,Yes,PHSO,2012-13,2013,"£2,000,000","£2,179,030",0,NAO,Yes,Ministerial ,Unpaid,1,0,0,Ministerial ,Unpaid,7,3,0,1
1,"Westminster Foundation for Democracy, The",Foreign and Commonwealth Office,Executive NDPB,FULL,Retain,No,"The Westminster Foundation for Democracy's work focuses on strengthening parliaments and political parties in Africa, Asia, Eastern Europe and the Middle East.",Established 1992. Government funding of £5.75million is a combination of £3.5 million from Foreign and Commonwealth Office and £2.25 million from Department for International Development. ,"8th Floor Artillery House, 11/19 Artillery Row, London, SW1P 1RT
",020 7799 1311 ,tamara.moluch@wfd.org,http://www.wfd.org/,Henry Bellingham,£0,Mr Anthony Smith,"£97,000",No,No,Yes,PHSO,2012-13,2014 (currently being conducted),"£5,750,000","£6,317,483",20,NAO,Yes,Ministerial,Unpaid,1,0,0,9 Ministerial ,Unpaid,6,3,0,1
1,Wilton Park,Foreign and Commonwealth Office,Executive Agency,FULL,-,No,To support delivery of HMG's foreign policy priorities through organisation of circa 50 conferences a year. ,"Established 1946.  The £800,000 government funding is core FCO funding.","Wilton Park, Wiston House, Steyning, W Sussex BN44 3DZ ",01903 815020,elise.maddocks@wiltonpark.org.uk,https://www.wiltonpark.org.uk/,Iain Ferguson CBE,"£20,000 - £25,000",Richard Burge,"£115,000-£120,000",No,No,Yes,PHSO,2013-14,-,"£1,050,000","£5,240,000",70,NAO,Yes,Ministerial,Paid,1,0,0,7 Non-Ministerial,7 Unpaid,6,1,0,1
1,Forest Enterprise England,Forestry Commission,Executive Agency,FULL,-,No,"Forest Enterprise England manages the public forest estate, owned by the Secretary of State for Environment, Food and Rural Affairs in a sustainable way, for the benefit of people, the economy and the environment.",Established 2003. Currently under Triennial Review. ,"Forestry Commission, 620 Bristol Business Park, Coldharbour Lane, Bristol, BS16 1EJ",0300 067 4000,seceng@forestry.gsi.gov.uk,http://www.forestry.gov.uk/england,-,-,Simon Hodgson,"£80,000-£85,000",No,Yes,No,PHSO,2012-13,-,"£19,850,000","£98,661,000",824,NAO,No,0,0,0,0,0,0,0,0,0,0,1
1,Forest Research,Forestry Commission,Executive Agency,FULL,-,No,"The Research Agency of the Forestry Commission provides research services relevant to UK and international forestry interests and inform and support forestry's contribution to the UK government's policies.  Core role is to provide the evidence base for UK forestry practices and to support innovation.
",Established 1997.  Currently under Triennial Review. ,"Alice Holt Lodge, Farnham, Surrey, GU10 4LH
",01420 22255,research.info@forestry.gsi.gov.uk,http://www.forestry.gov.uk/forestresearch,-,-,Dr James Pendlebury,"£70,000-£75,000",No,Yes,-,PHSO,2012-13,-,"£7,401,000","£12,532,000",183,NAO,No,0,0,0,0,0,0,0,0,0,0,1
1,Forestry Commission,Forestry Commission,Non Ministerial Department,FULL,Retain and substantially reform,Yes,The Forestry Commission is a Non-Ministerial Department responsible for the delivery of forestry policy and management of the public forest estate in England.,"Established 1919.  Forestry is a devolved matter; Natural Resource Wales and Forestry Commission Scotland are responsible to the corresponding administrations for forestry matters.  However, there are a number of subjects, such as tree health, that are dealt with on a cross border basis and funded through Westminster.  CE: Ian Gambles assumed the Accounting Officer responsibility upon his appointment as Director England in March 13; remuneration shown is full year salary. Currently under Triennial Review. ","Forestry Commission, 620 Bristol Business Park, Coldharbour Lane, Bristol, BS16 1EJ",0300 067 4000,seceng@forestry.gsi.gov.uk,http://www.forestry.gov.uk/,Sir Harry Studholme,"£23,000",Ian Gambles (Director England),"£105,000-£110,000",No,Yes,Yes,PHSO,2012-13,-,"£20,621,000","£45,467,000",452,NAO,Yes,Ministerial,Paid,1,0,0,1 Ministerial/7 non-Ministerial,Paid ,7,1,0,1
9,Regional Advisory Committees / Forestry and Woodlands Advisory Committees (x9),Forestry Commission,Advisory NDPB,FULL,-,No,"To advise the Forestry Commissioners on the performance of the Forestry Commissioners' functions under Section 1(3) and Part II of the Forestry Act 1967, and on such other functions as the Forestry Commissioners may from time to time determine.","The Committees are appointed by the Forestry Commissioners under Sections 37 and 38 of the Forestry Act 1967. Chairs and Members are normally appointed for a 3-year term of office, this may be renewed. The Committees were reviewed as part of the Forest Regulatory Taskforce in 2012, which closed following the publication of the government's response to the Independent Panel on Forestry in January 2013.  The working title of the Committees has now been amended to Forestry and Woodlands Advisory Committees to better reflect the remit.","Forestry Commission, 620 Bristol Business Park, Coldharbour Lane, Bristol, BS16 1EJ",0300 067 4000,fcengland@forestry.gsi.gov.uk,http://www.forestry.gov.uk/england-rac,Multiple,"£2,570",-,-,No,Yes,-,PHSO,-,2013,£0,£0,0,-,No,0,0,0,0,0,0,0,0,0,0,9
1,Government Actuary's Department,Government Actuary's Department,NMD,FULL,-,No,"Government Actuary's Department provides actuarial analysis and services to all the main public service pension schemes; policy advice; advice on transfers of employment and certification of private sector organisations pension arrangements when staff are transferred; advice to UK Government, and a range of other countries and jurisdictions, on social security arrangements; helps UK Government manage its financial risks; insurance; investment, risk and modelling.",-,"Finlaison House, 15-17 Furnival Street, London, EC4A 1AB",0207 2112600,enquiries@gad.gov.uk,www.gov.uk/gad,-,-,Martin Clarke,Civil Servant,No,No,Yes,Parliamentary Ombudsman,2013/14,-,"-£3,480,000","£15,490,000",147,Audited by NAO,-,0,0,0,0,0,0,0,0,0,0,1
1,Her Majesty's Land Registry,Her Majesty's Land Registry,Non Ministerial Department,FULL,Retain and substantially reform,No,"Land Registry registers the ownership of land and property in England and Wales.  We keep and maintain the Land Register, where more than 23 million titles (the evidence of ownership) are documented.","Established 1862.  Land Registry is a Non Ministerial Department, Executive Agency of BIS and a Public Corporation.  By statute, we are required to ensure that our income from fees covers all of our expenditure under normal operating conditions.  Malcolm Dawson was CE until May 2013. Ed Lester was appointed as Chief Executive Officer on 22 April 2013.  Minutes of meetings available on request.  Expenditure information is operating costs. Board members are paid except one, who is Shareholder Executive (ShEX) representative and continues to receive ShEx/BIS salary rather than separate payment from Land Registry","Trafalgar House, 1 Bedford Park, Croydon CR0 2AQ",0844 892 1111,-,http://www.gov.uk,Mark Boyle,"£60,000",Ed Lester,-,No,No,Yes,PHSO,2013-14,-,-,"£246,176,000",3929,NAO,No,Appointed by the Secretary of State for BIS,Paid,1,0,0,Non-Ministerial,Paid ,6,1,0,1
1,Valuation Office Agency ,Her Majesty's Revenue and Customs,Executive Agency,FULL,No,No,The Valuation Office Agency is responsible for providing valuations and property advice to support taxation and benefits,"Established 1910 (became Executive Agency 1991)

Government Funding made up of £195,958,000 income from clients including Property Services income fees of £15,974,000 = net £179,984,000 + £7,160,000 Capital = £187,144,000","Head Office, 97-103 Shaftesbury Avenue, London, W1D 5BU",03000 501501,customerservices@voa.gsi.gov.uk,http://www.voa.gov.uk/,-,-,Penny Ciniewicz ,"£115,000-£120,000",No,No,Yes,PHSO,2012-13,2009,"£187,144,000","£194,925,000","3,487",NAO,No,0,0,0,0,0,0,0,0,0,0,1
1,Office for Budget Responsibility,Her Majesty's Treasury,Executive NDPB,FULL,Retain,No,"The Office for Budget Responsibility (OBR) provides independent and authoritative analysis of the UKs public finances. The main duty of the OBR is to examine and report on the sustainability of the public finances. In carrying out this duty, the OBR has four main responsibilities: the production of the fiscal and economic forecasts, including independent scrutiny of the impact of policy measures; an assessment of whether the Governments fiscal mandate is being met; an assessment on the accuracy of the previous fiscal and economic forecasts; and an analysis of the sustainability of the public finances.",-,"20 Victoria Street, London,  SW1H 0NF",020 7271 2520,obrenquiries@obr.gsi.gov.uk,http://budgetresponsibility.org.uk/,Robert Chote,"£147,000",-,-,No,Yes,Yes,PHSO,2013-14,2010,"£1,770,000","£1,736,000",21,NAO,No,Ministerial,Paid,1,0,0,4,2 Paid. 2 Unpaid,3,1,0,1
1,"Royal Mint Advisory Committee on the design of coins, medals, seals and decorations",Her Majesty's Treasury,Advisory NDPB,FULL,Retain,No,"The purpose of the committee is to raise the standard of numismatic and medallic art in Britain and this remains its primary concern, being charged on behalf of HM Treasury and other government departments with the recommendation of all new designs for United Kingdom coins, official medals, seals and decorations.  It was established with the personal approval of King George V.",Established 1922.  Triennial review began 2012.,"Royal Mint Museum, Llantrisant, Pontyclun, CF72 8YT",01443 623005,kevin.clancy@royalmintmuseum.org.uk,http://www.royalmintmuseum.org.uk/about-us/royal-mint-advisory-committee/index.html,Lord Waldegrave of North Hill,£0,Dr Kevin Clancy,£0,No,No,Yes,-,2013/14,2014,-,-,-,NAO (alongside the Royal Mint),Yes,Royal appointment by recommendation of the Chancellor,Unpaid,1,0,0,Royal appointment by recommendation of the Chancellor,Unpaid,8,1,0,1
1,UK Debt Management Office,Her Majesty's Treasury,Executive Agency,FULL,-,No,"The Debt Management Office's main role is to carry out the Government's debt management policy of minimising financing costs over the long term, taking account of risk, and to minimise the cost of offsetting the Government's net cash flows over time, while operating in a risk appetite approved by Ministers in both cases.",Established 1998.,"Eastcheap  Court, 11 Philpot Lane, London  EC3M 8UD",020 7862 6500,pressofficer@dmo.gsi.gov.uk,http://www.dmo.gov.uk/,-,-,Robert Stheeman,"£150,000-£160,000",No,No,Yes,PHSO,2013-14,-,"£17,239,000","£20,337,000",108,NAO,No,-,-,-,-,-,"1 Ministerial, 3 non-Ministerial",3 Paid,4,0,0,1
1,Advisory Council on the Misuse of Drugs,Home Office,Advisory NDPB,FULL,Retain,No,"Advisory, statutory, NDPB as constituted under the Misuse of Drugs Act 1971. ",Established 1971. Chair and membership are unremunerated posts but reimbursed for travel and subsistence.  ,"1st Floor, Peel Bldg, 2 Marsham Street, London SW1P 4DF.  ",020 7035 1121,acmd@homeoffice.gsi.gov.uk,https://www.gov.uk/government/organisations/advisory-council-on-the-misuse-of-drugs,Professor Les Iversen,£0,Zahi Sulaiman (Secretary),Civil Servant,Yes ,Yes,Yes,PHSO,2010-11,2010,"£84,000","£83,509",2,NAO,Yes,Ministerial,Unpaid,1,0,1,Ministerial,Unpaid,17,8,-,1
